metascore,top_100_director,in_a_collection,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,other genre,production_cos,en,es,fr,it,de,other_spk_lng,profit,budget,revenue,popularity,runtime,age,vote_count,vote_average,views
40.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,-15363831.0,20000000.0,4636169.0,10.999209,97.0,8.033333333333303,223.0,5.6,2.175438596491228
37.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7.998711,112.0,11.950000000000045,56.0,6.9,6.087719298245614
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,12.333138,100.0,11.700000000000045,22.0,7.5,11.070175438596491
51.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,-9346349.0,10000000.0,653651.0,6.71518,94.0,6.866666666666788,128.0,5.8,6.7368421052631575
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10000000.0,5000000.0,15000000.0,10.374608,139.0,66.0333333333333,11.0,6.0,3.1578947368421053
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0.0,0.0,0.0,0.647123,89.0,21.200000000000045,8.0,5.4,3.6140350877192984
72.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.062936,74.0,9.116666666666788,1.0,5.0,3.017543859649123
71.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.316087,110.0,15.033333333333303,17.0,6.0,4.684210526315789
60.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,8.90645,99.0,9.200000000000045,32.0,6.0,3.8421052631578947
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0.0,0.0,0.0,0.229034,93.0,61.450000000000045,5.0,4.9,6.421052631578948
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.317166,95.0,18.616666666666788,1.0,7.0,2.210526315789474
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,1.779516,90.0,11.450000000000045,17.0,3.7,0.7368421052631579
40.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.525019,101.0,58.36666666666679,12.0,6.6,7.2105263157894735
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.227758,119.0,7.866666666666788,6.0,6.8,9.210526315789474
40.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.403282,95.0,58.36666666666679,3.0,7.3,9.333333333333334
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,0.773123,100.0,41.0333333333333,12.0,5.4,5.859649122807017
40.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.090474,71.0,13.616666666666788,1.0,3.0,3.175438596491228
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.486399,54.0,57.5333333333333,9.0,5.4,9.578947368421053
40.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.359979,105.0,19.950000000000045,11.0,5.6,1.5789473684210527
40.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.468108,88.0,19.700000000000045,2.0,5.3,4.7894736842105265
59.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.0,0.0,0.0,10.608891,103.0,6.9500000000000455,51.0,5.7,3.543859649122807
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,1.102938,87.0,11.783333333333303,5.0,5.5,5.456140350877193
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.588469,81.0,83.7833333333333,0.0,0.0,6.56140350877193
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.225251,90.0,11.616666666666788,5.0,7.5,6.631578947368421
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0.0,0.0,0.0,5.168563,213.0,46.86666666666679,33.0,7.2,12.491228070175438
52.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,3.673183,87.0,8.200000000000045,52.0,3.9,2.807017543859649
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.167188,82.0,11.783333333333303,4.0,5.0,3.7719298245614037
40.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.451851,170.0,17.950000000000045,3.0,5.0,4.333333333333333
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,2.697299,97.0,41.7833333333333,22.0,6.0,5.7368421052631575
40.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.86196,126.0,79.86666666666679,4.0,6.1,6.140350877192983
44.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,641.0,0.0,641.0,5.093586,99.0,7.116666666666788,95.0,4.4,3.6666666666666665
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,0.32662,120.0,15.616666666666788,9.0,6.2,6.333333333333333
61.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-3092544.0,4000000.0,907456.0,4.382184,96.0,13.283333333333303,14.0,5.4,2.912280701754386
63.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-500000.0,500000.0,0.0,0.118774,87.0,18.783333333333303,2.0,5.0,5.315789473684211
63.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,1.473161,105.0,8.366666666666788,27.0,6.0,4.614035087719298
77.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,-1200000.0,1200000.0,0.0,1.811939,85.0,15.866666666666788,12.0,6.8,6.947368421052632
40.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,259.0,0.0,259.0,0.904809,96.0,28.616666666666788,3.0,4.3,5.052631578947368
40.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.437723,23.0,14.616666666666788,16.0,6.8,5.12280701754386
40.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.588895,82.0,70.70000000000005,21.0,6.9,8.912280701754385
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.905887,86.0,71.61666666666679,5.0,7.1,4.859649122807017
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,-290.0,290.0,0.0,1.094643,76.0,87.20000000000005,6.0,6.3,10.017543859649123
40.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.798955,7.0,12.616666666666788,20.0,6.8,5.614035087719298
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.527275,95.0,9.200000000000045,4.0,4.6,3.280701754385965
57.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55282.0,0.0,55282.0,0.416296,90.0,9.450000000000045,8.0,6.0,5.947368421052632
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.041718,90.0,52.700000000000045,1.0,8.0,4.333333333333333
63.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,-190670.0,6000000.0,5809330.0,7.217205,111.0,6.616666666666788,201.0,7.4,10.105263157894736
68.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.0,0.0,0.0,0.191922,127.0,17.283333333333303,2.0,7.0,2.017543859649123
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.660349,121.0,61.86666666666679,9.0,7.5,7.912280701754386
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.480025,88.0,88.7833333333333,10.0,6.8,8.368421052631579
40.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.650324,81.0,35.950000000000045,10.0,3.3,2.210526315789474
30.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,-4959600.0,5000000.0,40400.0,3.711772,101.0,6.866666666666788,45.0,6.5,4.912280701754386
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.579142,112.0,46.700000000000045,10.0,5.8,5.035087719298246
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,0.713223,96.0,23.616666666666788,3.0,5.7,3.491228070175439
40.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0.0,0.0,0.0,4.457964,90.0,21.950000000000045,83.0,5.4,0.8596491228070176
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.804705,76.0,19.033333333333303,8.0,5.0,4.192982456140351
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.244269,101.0,38.950000000000045,13.0,6.6,5.298245614035087
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.463449,110.0,73.86666666666679,10.0,6.5,6.228070175438597
55.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.805018,113.0,10.950000000000045,40.0,6.0,4.754385964912281
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.142145,144.0,59.950000000000045,2.0,6.3,5.578947368421052
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,1.057204,166.0,27.783333333333303,17.0,5.3,5.456140350877193
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,0.0,0.0,0.0,1.218377,137.0,17.700000000000045,25.0,6.8,6.859649122807017
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.719732,111.0,64.86666666666679,13.0,5.9,6.631578947368421
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,2.227932,101.0,69.61666666666679,7.0,6.6,5.43859649122807
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.762512,86.0,84.5333333333333,5.0,6.6,7.7368421052631575
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,1.351087,106.0,31.700000000000045,4.0,5.3,3.526315789473684
40.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.814727,117.0,77.45000000000005,4.0,6.5,7.421052631578948
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.008917,0.0,20.533333333333303,0.0,0.0,10.157894736842104
40.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.983739,102.0,40.2833333333333,12.0,5.6,1.7543859649122806
40.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0.0,0.0,0.0,0.446533,78.0,34.700000000000045,4.0,6.0,3.3333333333333335
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.820094,89.0,17.616666666666788,11.0,6.5,4.964912280701754
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,1.980374,110.0,11.866666666666788,12.0,7.5,9.56140350877193
40.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,1,0,0,0,0.0,0.0,0.0,1.870355,87.0,8.283333333333303,16.0,6.5,5.859649122807017
40.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,1.848167,95.0,12.616666666666788,12.0,4.4,2.56140350877193
40.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,4.689168,88.0,7.2000000000000455,56.0,7.8,10.052631578947368
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,285000.0,373000.0,658000.0,0.765315,112.0,93.70000000000005,11.0,7.9,6.017543859649122
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.170418,88.0,83.11666666666679,13.0,6.1,10.75438596491228
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.727741,165.0,11.950000000000045,11.0,7.0,5.052631578947368
60.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.780534,84.0,17.950000000000045,2.0,4.5,4.649122807017544
40.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,4.050424,75.0,18.700000000000045,41.0,5.7,4.543859649122807
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,2.703354,71.0,71.11666666666679,21.0,6.3,6.12280701754386
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0.0,0.0,0.0,4.372036,110.0,7.616666666666788,67.0,5.8,4.526315789473684
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.015306,128.0,38.950000000000045,1.0,5.0,9.456140350877194
40.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.533729,92.0,20.533333333333303,5.0,6.2,3.2280701754385963
39.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0.0,0.0,0.0,2.273886,95.0,9.033333333333303,51.0,5.5,4.964912280701754
71.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,3.572172,99.0,8.783333333333303,20.0,6.9,6.473684210526316
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.604897,105.0,12.533333333333303,9.0,5.6,5.12280701754386
44.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,1630444.0,8000000.0,9630444.0,6.842107,106.0,7.033333333333303,156.0,5.9,3.8771929824561404
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.00022,92.0,29.533333333333303,1.0,6.0,5.684210526315789
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.837091,92.0,79.36666666666679,13.0,7.2,10.701754385964913
40.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0.0,0.0,0.0,1.986584,94.0,41.700000000000045,33.0,4.3,0.7017543859649122
40.0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.206599,118.0,92.70000000000005,2.0,4.0,3.789473684210526
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3.238145,79.0,7.116666666666788,74.0,6.9,10.421052631578947
40.0,0.0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.0,0.0,4.040988,75.0,14.700000000000045,65.0,6.1,6.017543859649122
40.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,1.083836,98.0,8.783333333333303,19.0,6.4,6.87719298245614
72.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0.0,0.0,0.0,3.703585,100.0,8.033333333333303,35.0,6.5,5.0701754385964914
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.435497,44.0,41.700000000000045,4.0,9.3,7.771929824561403
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.09199,91.0,77.70000000000005,6.0,5.3,3.3333333333333335
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.993127,85.0,8.950000000000045,11.0,4.4,3.3157894736842106
60.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,790421.0,0.0,790421.0,9.64235,93.0,9.616666666666788,41.0,6.1,3.3157894736842106
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0.0,0.0,0.0,1.059382,90.0,51.5333333333333,13.0,6.5,10.140350877192983
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.134903,88.0,34.7833333333333,21.0,6.9,6.5964912280701755
40.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,-7500000.0,7500000.0,0.0,3.965037,105.0,24.700000000000045,119.0,7.2,5.43859649122807
40.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,3.219717,96.0,75.2833333333333,25.0,5.9,5.824561403508772
40.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,3.752484,117.0,12.700000000000045,55.0,6.8,5.947368421052632
27.0,0.0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,-40000000.0,40000000.0,0.0,2.915814,94.0,11.700000000000045,15.0,5.4,2.1403508771929824
37.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,1.175587,98.0,8.950000000000045,20.0,5.1,2.491228070175439
40.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,2.142094,98.0,14.783333333333303,10.0,6.3,6.859649122807017
79.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0.0,0.0,0.0,0.644469,120.0,20.616666666666788,12.0,6.8,4.350877192982456
52.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,-2778655.0,6500000.0,3721345.0,11.365247,120.0,6.783333333333303,59.0,5.7,4.245614035087719
48.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1250000.0,1250000.0,0.0,1.891233,106.0,8.366666666666788,25.0,5.8,6.0701754385964914
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,76398.0,0.0,76398.0,0.395813,101.0,8.450000000000045,3.0,4.8,6.4035087719298245
41.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-8228501.0,9000000.0,771499.0,1.818296,130.0,10.283333333333303,14.0,4.8,5.350877192982456
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.114487,0.0,20.450000000000045,2.0,5.5,3.6842105263157894
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.43638,86.0,16.616666666666788,24.0,6.5,8.771929824561404
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-33157.0,33157.0,0.0,0.585551,76.0,8.033333333333303,8.0,6.0,5.526315789473684
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.668053,62.0,80.70000000000005,7.0,5.6,2.6315789473684212
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.898166,1.0,124.36666666666679,24.0,5.0,4.017543859649122
40.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,2.783147,80.0,15.866666666666788,12.0,4.0,2.543859649122807
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,2.108187,122.0,62.86666666666679,6.0,6.2,3.56140350877193
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,2.584698,72.0,10.116666666666788,45.0,7.6,7.5964912280701755
40.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,2.203307,105.0,10.366666666666788,12.0,6.2,3.8596491228070176
40.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.000254,88.0,79.45000000000005,9.0,5.8,4.12280701754386
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1000000.0,1000000.0,0.0,0.110813,97.0,14.616666666666788,3.0,4.7,4.701754385964913
40.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0.0,0.0,0.0,3.766291,97.0,6.783333333333303,67.0,6.2,7.912280701754386
40.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11000000.0,0.0,11000000.0,1.012665,97.0,40.200000000000045,13.0,5.7,1.5964912280701755
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.037644,90.0,33.7833333333333,1.0,4.8,4.947368421052632
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.891024,89.0,7.616666666666788,9.0,5.5,4.035087719298246
63.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.630599,81.0,14.450000000000045,8.0,6.6,3.912280701754386
